"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"476","영화상영업","03_13_03_P","5230000","CDFF5211042019000001","20190819","","01","영업/정상","13","영업중","","","","","054-654-0023","","","경상북도 예천군 호명면 산합리 1430번지 경북빌딩","경상북도 예천군 호명면 새움3로 70, 경북빌딩 3층","36849","케이씨네몰주식회사 메가박스 경북도청점","20190819115436","I","2019-08-21 02:22:20.0","","333556.873023708","342623.901397536","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20190819","",
"477","영화상영업","03_13_03_P","4470000","CDFF5211042022000001","20220414","","01","영업/정상","13","영업중","","","","","","","","충청북도 음성군 음성읍 읍내리 536-6 읍민회관 3층","충청북도 음성군 음성읍 수정로 37, 읍민회관 3층","27695","리딩컴퍼니 유한회사 음성지점","20220414125751","I","2022-04-16 00:22:33.0","","261451.353763","381700.220435","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220414","",
"478","영화상영업","03_13_03_P","5210000","CDFF5211042022000001","20220414","","01","영업/정상","13","영업중","","","","","054-932-7777","","","경상북도 성주군 성주읍 경산리 42-4","경상북도 성주군 성주읍 성주읍3길 15, 2층","40026","사회적협동조합 풀뿌리미디어","20220414133034","I","2022-04-16 00:22:33.0","","316115.137394148","269560.577782296","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220414","",
"479","영화상영업","03_13_03_P","3130000","CDFF5211042022000002","20180813","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 연남동 224-8 Min-Tower","서울특별시 마포구 동교로52길 10, Min-Tower (연남동)","03981","주식회사 두루두루아티스트컴퍼니","20220414141058","I","2022-04-16 00:22:33.0","","193476.351780539","451299.680198294","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20180813","",
"480","영화상영업","03_13_03_P","3740000","CDFF5211042022000001","20220418","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 호매실동 1397-2","경기도 수원시 권선구 호매실로90번길 76 (호매실동)","16630","메가박스 호매실점","20220418084631","I","2022-04-20 00:22:33.0","","196765.981520651","417424.125517001","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220418","",
"481","영화상영업","03_13_03_P","3640000","CDFF5211042009000001","20090420","","01","영업/정상","13","영업중","","","","","273-7400","","","대전광역시 동구 가오동 557번지","대전광역시 동구 은어송로 72 (가오동)","300050","(주)대전가오시네마","20180314161615","I","2018-08-31 23:59:59.0","","241064.767615","311893.457963","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20090420","",
"482","영화상영업","03_13_03_P","3350000","CDFF5211042018000001","20180220","","01","영업/정상","13","영업중","","","","","","","","부산광역시 금정구 남산동 32-11번지 4층 일부","부산광역시 금정구 금단로 123, 4층 (남산동)","46215","주식회사 씨티에스시네마","20180220104018","I","2018-08-31 23:59:59.0","","390357.475825401","197639.254869491","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20180220","",
"483","영화상영업","03_13_03_P","3340000","CDFF5211042017000001","20170214","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 하단동 526-6번지","부산광역시 사하구 낙동남로 1413 (하단동, 아트몰링)","49311","주식회사 아트몰링","20170214151807","I","2018-08-31 23:59:59.0","","379212.079721725","180390.068955488","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20170214","",
"484","영화상영업","03_13_03_P","3380000","CDFF5211042013000001","20130812","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 88-34번지 센텀캐슬 B동301호","부산광역시 수영구 수영로 674-3 (광안동)","613806","영화사 새삶","20141205170648","I","2018-08-31 23:59:59.0","","392716.639962282","187237.558434794","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20130812","",
"485","영화상영업","03_13_03_P","3290000","CDFF5211042010000001","20100222","","01","영업/정상","13","영업중","","","","","868-7070","","614854","부산광역시 부산진구 양정동 263-4번지","부산광역시 부산진구 중앙대로969번길 16 (양정동)","614854","(주)새한전시","20120607134038","I","2018-08-31 23:59:59.0","","388767.109253693","188336.060943756","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100222","",
"486","영화상영업","03_13_03_P","3290000","CDFF5211042017000001","20170308","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 범천동 869-26번지","부산광역시 부산진구 중앙대로 629-11, 4층 (범천동)","47351","CCA","20170308170729","I","2018-08-31 23:59:59.0","","387518.706768334","185223.919853887","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20170308","",
"487","영화상영업","03_13_03_P","4180000","CDFF5211042007000001","20070814","","01","영업/정상","13","영업중","","","","","","","","강원도 춘천시 죽림동 189번지 브라운가6동","강원도 춘천시 중앙로67번길 18 (죽림동)","200050","(주)앰케이픽처스(프리머스시네마)","20111103110504","I","2018-08-31 23:59:59.0","","263954.075694438","486406.885561246","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20070814","",
"488","영화상영업","03_13_03_P","4180000","CDFF5211042008000002","20080924","","01","영업/정상","13","영업중","","","","","","","","강원도 춘천시 퇴계동 1017번지","강원도 춘천시 지석로 80 (퇴계동)","200965","투탑시티 씨네마","20111103110623","I","2018-08-31 23:59:59.0","","265386.634330563","483368.251535269","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20080924","",
"489","영화상영업","03_13_03_P","4180000","CDFF5211042009000001","20090112","","01","영업/정상","13","영업중","","","","","","","","강원도 춘천시 죽림동 189번지 브라운 5번가 6동","강원도 춘천시 중앙로67번길 18 (죽림동)","200050","지아이씨네","20111103110704","I","2018-08-31 23:59:59.0","","263954.075694438","486406.885561246","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20090112","",
"490","영화상영업","03_13_03_P","4180000","CDFF5211042017000001","20170307","","01","영업/정상","13","영업중","","","","","033)241-1000","","","강원도 춘천시 온의동 587-8번지","강원도 춘천시 춘천로17번길 17 (온의동)","24364","파사디나(주)춘천지점","20200420134856","U","2020-04-22 02:40:00.0","","263286.939584035","485123.910625361","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20170307","",
"491","영화상영업","03_13_03_P","3700000","CDFF5211042003000001","20030410","","01","영업/정상","13","영업중","","","","","052-256-2323","","680817","울산광역시 남구 삼산동 1542-17번지 3층","울산광역시 남구 돋질로 347  (삼산동,3층)","","(주) 다움","20100712141854","I","2018-08-31 23:59:59.0","","412403.124073488","229671.880898033","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20030410","",
"492","영화상영업","03_13_03_P","3730000","CDFF5211042015000001","20150916","","01","영업/정상","13","영업중","","","","","052-254-0267","","","울산광역시 울주군 상북면 등억알프스리 515-2","울산광역시 울주군 상북면 알프스온천5길 103-8","44952","울주군청","20220401095430","U","2022-04-03 02:40:00.0","","387426","230492","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20150916","",
"493","영화상영업","03_13_03_P","3730000","CDFF5211042018000001","20180718","","01","영업/정상","13","영업중","","","","","052-246-1245","","","울산광역시 울주군 범서읍 중리 225-1번지 범서온천지지워터피아","울산광역시 울주군 범서읍 두동로 704","44918","범서온천 자동차극장","20180718195211","I","2018-08-31 23:59:59.0","","401202.338342698","238459.225412568","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20180718","",
"494","영화상영업","03_13_03_P","3560000","CDFF5211042017000001","20171010","","01","영업/정상","13","영업중","","","","","032-623-4300","","","인천광역시 서구 청라동 165-12번지 지젤엠청라 4층","인천광역시 서구 청라에메랄드로 99, 4층 (연희동, 지젤엠청라)","22738","주식회사 지젤스포츠클럽","20171010174650","I","2018-08-31 23:59:59.0","","","","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20171010","",
"495","영화상영업","03_13_03_P","3500000","CDFF5211042014000001","20140129","","01","영업/정상","13","영업중","","","","","032-764-6920","","","인천광역시 동구 송현동 92-7번지","인천광역시 동구 화도진로 31 (송현동)","401040","인천미림극장 주식회사","20200608144701","U","2020-06-10 02:40:00.0","","167584.985365322","441543.321530431","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20140129","",
"496","영화상영업","03_13_03_P","3510500","CDFF5211042008000001","20080222","","01","영업/정상","13","영업중","","","","","864-3334","","402812","인천광역시 미추홀구 숭의동 7-4번지 인천문화회관","인천광역시 미추홀구 수봉안길 78  (숭의동,인천문화회관)","","영상아람","20100426145932","I","2018-08-31 23:59:59.0","","170048.859682189","439984.879733747","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20080222","",
"497","영화상영업","03_13_03_P","3510500","CDFF5211042008000002","20080418","","01","영업/정상","13","영업중","","","","","428-8106","","402835","인천광역시 미추홀구 주안동 141-8번지","인천광역시 미추홀구 미추홀대로 736 (주안동)","402835","(주)투에이치텔레콤","20131125095807","I","2018-08-31 23:59:59.0","","171686.671008034","440193.921695508","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20080418","",
"498","영화상영업","03_13_03_P","3510500","CDFF5211042009000001","20091106","","01","영업/정상","13","영업중","","","","","","","402812","인천광역시 미추홀구 숭의동 7-4번지 문화회관 인천영화인협회","인천광역시 미추홀구 수봉안길 78  (숭의동,문화회관 인천영화인협회)","","인천영화발전소","20100426153334","I","2018-08-31 23:59:59.0","","170048.859682189","439984.879733747","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20091106","",
"499","영화상영업","03_13_03_P","3510500","CDFF5211041999000001","19990719","","01","영업/정상","13","영업중","","","","","","","402848","인천광역시 미추홀구 주안동 1005-1번지","인천광역시 미추홀구 경원대로 851 (주안동)","402848","뉴국도극장","20131125095525","I","2018-08-31 23:59:59.0","","172427.187399563","439659.147846182","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990719","",
"500","영화상영업","03_13_03_P","3510500","CDFF5211041999000002","19990719","","01","영업/정상","13","영업중","","","","","","","402061","인천광역시 미추홀구 도화동 378-12번지","인천광역시 미추홀구 경인로 307 (도화동)","402061","중앙극장 2관","20131125095617","I","2018-08-31 23:59:59.0","","171241.81022100000","440162.01652700000","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990719","",
"501","영화상영업","03_13_03_P","3510500","CDFF5211042006000001","20061107","","01","영업/정상","13","영업중","","","","","421-2103","","402201","인천광역시 미추홀구 주안동 166-1번지 메인프라자 6층","인천광역시 미추홀구 미추홀대로 716  (주안동,메인프라자 6층)","","비빔놀이","20100426152926","I","2018-08-31 23:59:59.0","","171673.903013967","439949.665453185","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20061107","",
"502","영화상영업","03_13_03_P","3510500","CDFF5211042007000001","20070130","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 166-1 주안메인프라자 8, 9층","인천광역시 미추홀구 미추홀대로 716 (주안동,주안메인프라자 8, 9층)","","영화공간주안(미추홀학산문화원)","20211221133748","U","2021-12-23 02:40:00.0","","171673.903013967","439949.665453185","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20070130","",
"503","영화상영업","03_13_03_P","3510500","CDFF5211042014000001","20140825","","01","영업/정상","13","영업중","","","","","423-1004","","","인천광역시 미추홀구 주안동 141-8번지 918호","인천광역시 미추홀구 미추홀대로 736 (주안동)","402201","(주)주안시네마","20140825133119","I","2018-08-31 23:59:59.0","","171686.671008034","440193.921695508","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20140825","",
"504","영화상영업","03_13_03_P","3540000","CDFF5211041999000001","19990719","","01","영업/정상","13","영업중","","","","","502-4440","","403859","인천광역시 부평구 부평동 534-27번지","인천광역시 부평구 경원대로 1382  (부평동)","","대한극장","20100429150826","I","2018-08-31 23:59:59.0","","175370.964414452","443242.932847396","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990719","",
"505","영화상영업","03_13_03_P","3540000","CDFF5211042003000001","20030416","","01","영업/정상","13","영업중","","","","","270-2000","","","인천광역시 부평구 청천동 386번지","인천광역시 부평구 마장로 489 (청천동)","403031","아이즈빌씨지브이부평10(1~10관)","20111030150009","I","2018-08-31 23:59:59.0","","173718.604764279","446665.064392477","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20030416","",
"506","영화상영업","03_13_03_P","3540000","CDFF5211042018000001","20180220","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부평동 159-15번지 부평일번가","인천광역시 부평구 경원대로 1395, 부평일번가 607, 608호 (부평동)","21395","주식회사 미니엄","20180220105121","I","2018-08-31 23:59:59.0","","175568.438742467","443344.91890676","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20180220","",
"507","영화상영업","03_13_03_P","4840000","CDFF5211042016000001","20161222","","01","영업/정상","13","영업중","","","","","061-650-3388","","","전라남도 광양시 광양읍 덕례리 702","","","여수문화방송(주)","20210413181143","U","2021-04-15 02:40:00.0","","251563.551503","162705.054438","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20161222","",
"508","영화상영업","03_13_03_P","5000000","CDFF5211042017000001","20191204","","01","영업/정상","13","영업중","","","","","061-544-7790","","","전라남도 진도군 진도읍 동외리 1140번지","전라남도 진도군 진도읍 동외1길 6-13","58926","진도아리랑 시네마","20191205131656","U","2019-12-07 02:40:00.0","","132878.326966","109427.286973","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20191204","",
"509","영화상영업","03_13_03_P","4990000","CDFF5211042017000001","20170920","","01","영업/정상","13","영업중","","","","","061-553-7053","","","전라남도 완도군 완도읍 9-191번지","전라남도 완도군 완도읍 개포로159번길 55 (완도맞춤형복합문화센터)","59109","완도 작은영화관 사회적협동조합","20200307123007","U","2020-03-09 02:40:00.0","","","","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20170920","",
"510","영화상영업","03_13_03_P","4830000","CDFF5211042017000001","20170913","","01","영업/정상","13","영업중","","","","","","","","전라남도 나주시 빛가람동 203-3 티씨씨타워 4층","","","주)유진텍코퍼레이션 나주지점","20220623130743","U","2022-06-25 02:40:00.0","","181036.23246","169457.61735","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20170913","",
"511","영화상영업","03_13_03_P","4810000","CDFF5211042015000002","20160309","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 웅천동 1720-3번지","","","씨제이씨지브이 주식회사","20191219224019","U","2019-12-21 02:40:00.0","","262077.578073","139123.012071","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20160309","",
"512","영화상영업","03_13_03_P","4810000","CDFF5211042016000001","20160328","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 학동 30-7번지","전라남도 여수시 흥국로 41 (학동)","59679","사단법인 한국문화예술진흥회","20160328081804","I","2018-08-31 23:59:59.0","","261008.840101","140687.587202","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20160328","",
"513","영화상영업","03_13_03_P","4810000","CDFF5211042016000002","20160704","","01","영업/정상","13","영업중","","","","","061-682-3361","","","전라남도 여수시 소호동 928번지","전라남도 여수시 소호12길 67 (소호동)","59670","여수자동차극장","20170317151500","I","2018-08-31 23:59:59.0","","258801.626155","137072.404541","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20160704","",
"514","영화상영업","03_13_03_P","4940000","CDFF5211042008000001","20081226","","01","영업/정상","13","영업중","","","","","461-2762","","","전라남도 영암군 삼호읍 용당리 2178-2","전라남도 영암군 삼호읍 신항로 63-12","526890","현대삼호중공업(주)","20200818162611","U","2020-08-20 02:40:00.0","","143108.798554","138659.559123","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20081226","",
"515","영화상영업","03_13_03_P","4940000","CDFF5211042015000001","20151214","","01","영업/정상","13","영업중","","","","","","","","전라남도 영암군 영암읍 동무리 12-4번지","전라남도 영암군 영암읍 여중고길 15","58411","영화사랑","20151214130327","I","2018-08-31 23:59:59.0","","172651.381312","144993.314482","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20151214","",
"516","영화상영업","03_13_03_P","4940000","CDFF5211042016000001","20161215","","01","영업/정상","13","영업중","","","","","","","","전라남도 영암군 영암읍 동무리 12-4번지","전라남도 영암군 영암읍 여중고길 15","58411","시네마필름","20161215112953","I","2018-08-31 23:59:59.0","","172651.381312","144993.314482","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20161215","",
"517","영화상영업","03_13_03_P","4870000","CDFF5211042014000001","20140326","","01","영업/정상","13","영업중","","","","","031-428-3034","","","전라남도 구례군 용방면 죽정리 931","전라남도 구례군 용방면 용산로 107-73, B동","542822","오가닉메이커협동조합 시네마","20220120175238","U","2022-01-22 02:40:00.0","","237497.975523","197216.046567","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20140326","",
"518","영화상영업","03_13_03_P","4900000","CDFF5211042016000001","20160112","","01","영업/정상","13","영업중","","","","","","","","전라남도 화순군 도암면 정천리 623-1번지","전라남도 화순군 도암면 정천4길 13","58158","제이케이(JK)시네마","20160112181636","I","2018-08-31 23:59:59.0","","189905.736645","161275.012229","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20160112","",
"519","영화상영업","03_13_03_P","4810000","CDFF5211042017000001","20171123","","01","영업/정상","13","영업중","","","","","684-6649","","","전라남도 여수시 웅천동 1720-1번지","전라남도 여수시 신월로 96 (웅천동)","59692","유한회사 씨네드림","20171123161715","I","2018-08-31 23:59:59.0","","262093.490792","139162.676418","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20171123","",
"520","영화상영업","03_13_03_P","5310000","CDFF5211042015000001","20150626","","01","영업/정상","13","영업중","","","","","055-748-7306","","","경상남도 진주시 충무공동 69-3 윙스타워","경상남도 진주시 동부로169번길 12, 윙스타워 B동 1709호 (충무공동)","52818","미디어센터내일","20210729113211","U","2021-07-31 02:40:00.0","","302626.809267324","185667.814029464","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150626","",
"521","영화상영업","03_13_03_P","4040000","CDFF5211042018000001","20180508","","01","영업/정상","13","영업중","","","","","031-795-2206","","","경기도 하남시 망월동 1079-2번지 성산타워","경기도 하남시 미사강변중앙로 218, 성산타워 5층 (망월동)","12913","(주)박씨네","20180509114231","I","2018-08-31 23:59:59.0","","216684.340805817","451585.571083059","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20180508","",
"522","영화상영업","03_13_03_P","3040000","CDFF5211042019000002","20160615","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 중곡동 241-17번지 대화탕","서울특별시 광진구 긴고랑로 41, 대화탕 4층 (중곡동)","04910","21세기자막단","20190715104800","U","2019-07-17 02:40:00.0","","207080.733577729","451198.275900371","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20160615","",
"523","영화상영업","03_13_03_P","3170000","CDFF5211042019000001","20191220","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 371-28번지 우림라이온스밸리 비동 1208호","서울특별시 금천구 가산디지털1로 168, 우림라이온스밸리 비동 1208호 (가산동)","08507","(주)스마트시네마코리아","20191220173816","I","2019-12-22 00:23:25.0","","189538.020935968","441982.427934953","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20191220","",
"524","영화상영업","03_13_03_P","3220000","CDFF5211042019000009","20191204","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 214번지","서울특별시 강남구 학동로30길 19, 다보빌딩 1층 (논현동)","06105","주식회사 후이엔이","20191204201717","I","2019-12-06 00:23:27.0","","202790.524499745","445630.842138398","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20191204","",
"525","영화상영업","03_13_03_P","5380000","CDFF5211042019000004","20191220","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 삼호동 1010-3번지","경상남도 양산시 삼호1길 42 (삼호동)","50529","세진ENM 주식회사","20191220180939","I","2019-12-22 00:23:25.0","","396840.549388791","214866.506155469","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20191220","",
"526","영화상영업","03_13_03_P","4990000","CDFF5211042019000001","20191231","","01","영업/정상","13","영업중","","","","","","","","전라남도 완도군 완도읍 군내리 1244-1번지","전라남도 완도군 완도읍 개포로62번길 12, 1층","59119","완도문화나눔협동조합","20191231091255","I","2020-01-02 00:23:26.0","","176549.667596","91036.2022767","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20191231","",
"527","영화상영업","03_13_03_P","4060000","CDFF5211042019000002","20191115","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 조리읍 능안리 1083번지","경기도 파주시 조리읍 탑삭골길 222","10935","주식회사 대주","20191115173258","I","2019-11-17 00:23:16.0","","181846.959613735","470130.397887235","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20191115","",
"528","영화상영업","03_13_03_P","3220000","CDFF5211042019000008","20171017","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 청담동 132-19 정화빌딩","서울특별시 강남구 영동대로 708, 정화빌딩 501호 (청담동)","06075","주식회사 엔씨미디어","20220414110141","U","2022-04-17 02:40:00.0","","204979.055998352","446545.97544971","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20171017","",
"529","영화상영업","03_13_03_P","5350000","CDFF5211042020000001","20200106","","01","영업/정상","13","영업중","","","","","055-336-9333","","","경상남도 김해시 율하동 1347-2번지","경상남도 김해시 율하2로 111 (율하동)","51018","주식회사 와이엔비시네마","20200106101918","I","2020-01-08 00:23:39.0","","365144.785258875","187151.12325463","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20200106","",
"530","영화상영업","03_13_03_P","5710000","CDFF5211042020000001","20200106","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 서원구 사창동 488번지 씨네타운","충청북도 청주시 서원구 1순환로 682, 씨네타운 (사창동)","28643","주)씨네드마제 청주충북대","20200106175601","I","2020-01-08 00:23:39.0","","241110.677802","348029.670122","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20200106","",
"531","영화상영업","03_13_03_P","5600000","CDFF5211042019000001","20191206","","01","영업/정상","13","영업중","","","","","031-534-7053","","","경기도 포천시 영북면 운천리 514-6번지","경기도 포천시 영북면 운천로23번길 7-8","11106","포천)작은영화관 사회적협동조합","20191209132144","U","2019-12-11 02:40:00.0","","223793.788313825","509795.785836963","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20191206","",
"532","영화상영업","03_13_03_P","3400000","CDFF5211042019000001","20191017","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 매학리 717-6번지","부산광역시 기장군 정관읍 정관중앙로 45, 218호 외 11개 호실","46015","오엠(OM)엔터프라이즈","20191017163736","I","2019-10-19 00:22:53.0","","398024.244821605","204621.655738547","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20191017","",
"533","영화상영업","03_13_03_P","4000000","CDFF5211042019000001","20191120","","01","영업/정상","13","영업중","","","","","","","","경기도 오산시 원동 335-10번지","경기도 오산시 원동로 22, 르마레시티 3,4층 (원동)","18143","주식회사 오산씨네마","20200611183519","U","2020-06-13 02:40:00.0","","206256.034361037","404491.471631111","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20191120","",
"534","영화상영업","03_13_03_P","4180000","CDFF5211042022000001","20220217","","01","영업/정상","13","영업중","","","","","","","","강원도 춘천시 석사동 765-2","강원도 춘천시 우석로 43, 혜원빌딩  201호 (석사동)","24326","스튜디오텔레파시 주식회사","20220217173609","I","2022-02-19 00:22:37.0","","265972.29935078","484785.970648172","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220217","",
"535","영화상영업","03_13_03_P","3130000","CDFF5211042022000001","20120323","","01","영업/정상","13","영업중","","","","","738-0366","","","서울특별시 마포구 동교동 166-14 동교동 스타피카소","서울특별시 마포구 양화로 176, 동교동 스타피카소 8층 (동교동)","04051","사단법인 독립영화전용관 확대를 위한 시민모임","20220217140316","I","2022-02-19 00:22:37.0","","193282.130799848","450549.280167182","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20120323","",
"536","영화상영업","03_13_03_P","5690000","CDFF5211042022000001","20220210","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 조치원읍 평리 12-1","세종특별자치시 조치원읍 수원지길 75-21, 201호","30024","시네마다방","20220211155710","I","2022-02-13 00:22:38.0","","226810.905888099","345122.521820229","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220210","",
"537","영화상영업","03_13_03_P","3180000","CDFF5211042022000001","20210723","","01","영업/정상","13","영업중","","","","","02-780-6907","","","서울특별시 영등포구 여의도동 44-35 제일빌딩","서울특별시 영등포구 여의대방로 379, 제일빌딩 601호 (여의도동)","07333","주식회사 케이팝스타","20220406123827","I","2022-04-07 00:22:34.0","","193818.18014","446332.089777304","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210723","",
"538","영화상영업","03_13_03_P","4550000","CDFF5211042022000001","20220406","","01","영업/정상","13","영업중","","","","","041-751-7668","","","충청남도 금산군 금산읍 하옥리 334-24","충청남도 금산군 금산읍 비단로 91, 금산시네마","32747","금산시네마","20220406164311","I","2022-04-08 00:22:34.0","","244128.674117","288848.18665","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220406","",
"539","영화상영업","03_13_03_P","3010000","CDFF5211042022000001","20020716","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 정동 22 경향신문사","서울특별시 중구 정동길 3, 경향신문사 2층 (정동)","04518","(사)한국시네마테크협의회","20220314151757","I","2022-03-16 00:22:36.0","","197279.328436862","451765.426505347","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20020716","",
"540","영화상영업","03_13_03_P","4700000","CDFF5211042022000001","20220307","","01","영업/정상","13","영업중","","","","","","","","전라북도 남원시 하정동 53-1","전라북도 남원시 하정2길 11, 1층 (하정동)","55770","주식회사 도킹씨네마떼끄","20220307105807","I","2022-03-10 13:22:36.0","","","","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220307","",
"541","영화상영업","03_13_03_P","3900000","CDFF5211042022000001","20220317","","01","영업/정상","13","영업중","","","","","02-567-1115","","","경기도 광명시 일직동 514","경기도 광명시 일직로 43, G262호, G301호 (일직동)","14353","(주)태성엔터오퍼레이션","20220317091827","I","2022-03-19 00:22:35.0","","","","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220317","",
